id,title,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,brand_value_name
MCO2211749930,Silla De Ruedas Electrica,free,https://servicio.mercadolibre.com.co/MCO-2211749930-silla-de-ruedas-electrica-_JM,classified,MCO,MCO155392,MCO-MEDICINE_AND_HEALTH_SERVICES,3500000,1,False,2024-04-16T04:00:00.000Z,"{'address_line': 'Vereda Chipre, Rionegro, Antioquia, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1JJTzNmYmVk', 'name': 'Rionegro'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.1355964, 'longitude': -75.3958516}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,134526525,ESCOBARMARTIN55,
MCO2209349564,Vendo Interfaz De Audio Steinberg Ur12,free,https://servicio.mercadolibre.com.co/MCO-2209349564-vendo-interfaz-de-audio-steinberg-ur12-_JM,classified,MCO,MCO9065,MCO-OTHER_SERVICES,470000,1,False,2024-04-16T04:00:00.000Z,"{'address_line': 'Kr8a #58-97', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMRjI4NjI2Ng', 'name': 'Alfonso López I Etapa'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.4613704, 'longitude': -76.4808893}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,95401005,HSDCAOS,
MCO1392224799,Pc Gaming Ryzen 5 2400g ,free,https://servicio.mercadolibre.com.co/MCO-1392224799-pc-gaming-ryzen-5-2400g-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,750000,1,False,2024-04-15T04:00:00.000Z,"{'address_line': 'Calle 15 #927-0', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0ZPTmI3OWVj', 'name': 'Fonseca'}, 'state': {'id': 'TUNPUEdVQWExOTYx', 'name': 'Guajira'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 10.887502, 'longitude': -72.8491405}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,814045670,JORGEIBARRAGUARNIZO,
MCO2208936292,Clases De Pastelería Virtual En Vivo,free,https://servicio.mercadolibre.com.co/MCO-2208936292-clases-de-pasteleria-virtual-en-vivo-_JM,classified,MCO,MCO155434,MCO-COURSES_AND_CLASSES_SERVICES,520000,1,False,2024-04-15T04:00:00.000Z,"{'address_line': 'Calle 21  SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0dJUjYzMWEx', 'name': 'Girón'}, 'state': {'id': 'TUNPUFNBTnJlMjMw', 'name': 'Santander'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.5582584, 'longitude': -73.1396552}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,462792635,BURGOSLUZ20211213011938,
MCO1392121259,Pastor Ganadero Australiano En Santander,free,https://servicio.mercadolibre.com.co/MCO-1392121259-pastor-ganadero-australiano-en-santander-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,2000000,1,False,2024-04-15T04:00:00.000Z,"{'address_line': '- -', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1NBTjlhZTgy', 'name': 'San Gil'}, 'state': {'id': 'TUNPUFNBTnJlMjMw', 'name': 'Santander'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.554824, 'longitude': -73.13412}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,554500941,MUMA8770263,
MCO1391936673,Curso De Crochet Y Amigurumis ,free,https://servicio.mercadolibre.com.co/MCO-1391936673-curso-de-crochet-y-amigurumis-_JM,classified,MCO,MCO1896,MCO-COURSES_AND_CLASSES_SERVICES,30000,1,False,2024-04-14T04:00:00.000Z,"{'address_line': 'Carrera 39 #78-60', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQk1BTjg0OTAyOA', 'name': 'Manrique Oriental'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2703813, 'longitude': -75.5488338}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,282837078,ANMILARGO,
MCO2207893242,Venta De Pape Globo Ceda Por Resmas E Insumos Para Los Globo,free,https://fiesta-evento.mercadolibre.com.co/MCO-2207893242-venta-de-pape-globo-ceda-por-resmas-e-insumos-para-los-globo-_JM,classified,MCO,MCO118410,MCO-PARTIES_AND_EVENTS_SERVICES,70000,1,False,2024-04-14T04:00:00.000Z,"{'address_line': 'Callé 34 #48-30', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0lUQThkMzc5', 'name': 'Itaguí'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.1654533, 'longitude': -75.6207382}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,435049795,ARCILAVALENCIAJEFERSON,
MCO1391638283,Empaste De Libros,free,https://servicio.mercadolibre.com.co/MCO-1391638283-empaste-de-libros-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,160000,1,False,2024-04-13T04:00:00.000Z,"{'address_line': 'Cra 20 #27-31', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNFTjM1OTc0MA', 'name': 'Centro'}, 'city': {'id': 'TUNPQ1NJTjgyM2E3', 'name': 'Sincelejo'}, 'state': {'id': 'TUNPUFNVQ2U4ZWQ0', 'name': 'Sucre'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,47894925,CIBERTIENDA2008,
MCO2205587234,Mesa De Corte Para Vidrio,free,https://servicio.mercadolibre.com.co/MCO-2205587234-mesa-de-corte-para-vidrio-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,4800000,1,False,2024-04-11T04:00:00.000Z,"{'address_line': 'Calle 11 E #12219 SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TVhYS2VubmVkeVRVTlBRMUJGVW1Nd01qSms', 'name': 'Kennedy'}, 'city': {'id': 'TUNPQ1BFUmMwMjJk', 'name': 'Pereira'}, 'state': {'id': 'TUNPUFJJU2ExMWIyYg', 'name': 'Risaralda'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.8049124, 'longitude': -75.6676554}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,672146623,ORMI3393109,
MCO1390692731,Vendo Cuenta De Epic Games ,free,https://servicio.mercadolibre.com.co/MCO-1390692731-vendo-cuenta-de-epic-games-_JM,classified,MCO,MCO9123,MCO-OTHER_SERVICES,120000,1,False,2024-04-11T04:00:00.000Z,"{'address_line': 'Calle 162 #62-17', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkdJTDE5MTUy', 'name': 'Gilmar'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1324096817,PACHONJUAN20230305223446,
MCO1390615667,Desarrollo De Software,free,https://profesional.mercadolibre.com.co/MCO-1390615667-desarrollo-de-software-_JM,classified,MCO,MCO155402,MCO-OTHER_SERVICES,20000,1,False,2024-04-10T04:00:00.000Z,"{'address_line': 'Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlRJRTQ4OTkxMg', 'name': 'Tierra Buena'}, 'city': {'id': 'TUNPQ0tFTjQyODYy', 'name': 'Kennedy'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6512692, 'longitude': -74.1709656}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,215371617,LUISCARLOSPEREZFUENTESS,
MCO2205135234,Compresor De Aire ,free,https://servicio.mercadolibre.com.co/MCO-2205135234-compresor-de-aire-_JM,classified,MCO,MCO155466,MCO-VEHICLE_BODY_AND_PAINT_SERVICES,3850000,1,False,2024-04-10T04:00:00.000Z,"{'address_line': 'Calle 2b #3b-41', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1BVRTZkOTdi', 'name': 'Puerto Colombia'}, 'state': {'id': 'TUNPUEFUTG9mNDk5', 'name': 'Atlántico'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 10.987618, 'longitude': -74.9593565}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1303176700,BARRRANQUILLACHOCADOS202302050,Compresor de aire
MCO1390262963,Shitzu Disponibles Bogotá ,free,https://servicio.mercadolibre.com.co/MCO-1390262963-shitzu-disponibles-bogota-_JM,classified,MCO,MCO155441,MCO-PET_SERVICES,800000,1,False,2024-04-10T04:00:00.000Z,"{'address_line': 'CR 88c 67-39', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJPUzQ4MDk3', 'name': 'Bosa'}, 'city': {'id': 'TUNPQ0JPUzQwMzcw', 'name': 'Bosa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6247002, 'longitude': -74.1952812}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,484766633,MILDREYMENESES2013,
MCO2203236652,Grabación 3d Para Inmuebles En Venta O Arriendo,free,https://servicio.mercadolibre.com.co/MCO-2203236652-grabacion-3d-para-inmuebles-en-venta-o-arriendo-_JM,classified,MCO,MCO9085,MCO-HOME_SERVICES,500000,1,False,2024-04-08T04:00:00.000Z,"{'address_line': 'Avenida Caracas #34-86, Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjczMTMy', 'name': 'Santa Teresita'}, 'city': {'id': 'TUNPQ1RFVTY1OTk1', 'name': 'Teusaquillo'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6234727, 'longitude': -74.0690588}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,4284428,GRUPO1,
MCO1389578865,Lociones De Yanbal,free,https://servicio.mercadolibre.com.co/MCO-1389578865-lociones-de-yanbal-_JM,classified,MCO,MCO9029,MCO-BEAUTY_AND_PERSONAL_CARE,100000,1,False,2024-04-07T04:00:00.000Z,"{'address_line': 'cll48d 102-21 SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjY0MDQ3MQ', 'name': 'San Javier'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,269289819,JUANDAFLORES,
MCO1389479949,Maletero Moto ,free,https://servicio.mercadolibre.com.co/MCO-1389479949-maletero-moto-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,140000,1,False,2024-04-07T04:00:00.000Z,"{'address_line': '48d #99n-296', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjY0MDQ3MQ', 'name': 'San Javier'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2644944, 'longitude': -75.615194}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,279888089,OLMEDORAMIREZMORALES,
MCO1389276911,Ligas De Caliper Freno De Carro ,free,https://reparacion-instalacion.mercadolibre.com.co/MCO-1389276911-ligas-de-caliper-freno-de-carro-_JM,classified,MCO,MCO9019,MCO-OTHER_SERVICES,12000,1,False,2024-04-06T04:00:00.000Z,"{'address_line': '123 - Carrera 8 Apto 202 #SN-SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0lCQTI0NzNh', 'name': 'Ibagué'}, 'state': {'id': 'TUNPUFRPTGExNGZkNA', 'name': 'Tolima'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,393049523,GUCA3840110,
MCO1389172117,Se Vende  250.000 Mil Solo Una Unidad ,free,https://servicio.mercadolibre.com.co/MCO-1389172117-se-vende-250000-mil-solo-una-unidad-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,250000,1,False,2024-04-06T04:00:00.000Z,"{'address_line': 'Cra 1 este  78-13', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxPUzE4NzM0', 'name': 'Los Rosales'}, 'city': {'id': 'TUNPQ0NIQTk2OTI1', 'name': 'Chapinero'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6650897, 'longitude': -74.0450099}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,360433989,TARRASLUIS,
MCO2200831458,Fuxion ,free,https://servicio.mercadolibre.com.co/MCO-2200831458-fuxion-_JM,classified,MCO,MCO155392,MCO-MEDICINE_AND_HEALTH_SERVICES,125000,1,False,2024-04-06T04:00:00.000Z,"{'address_line': '35 35#4_101', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1JJTzIzOThh', 'name': 'Riohacha'}, 'state': {'id': 'TUNPUEdVQWExOTYx', 'name': 'Guajira'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 11.5384151, 'longitude': -72.9167838}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,470736348,CAMA3544184,
MCO1388932943,Traga Monedas ,free,https://servicio.mercadolibre.com.co/MCO-1388932943-traga-monedas-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,650000,1,False,2024-04-05T04:00:00.000Z,"{'address_line': 'Calle 88 #07-04', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ05FSWQ2ZWQ5', 'name': 'Neiva'}, 'state': {'id': 'TUNPUEhVSWExNDVkMQ', 'name': 'Huila'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,229337097,RAPA8530959,
MCO1388962691,En Venta Presurizador De Presión ,free,https://servicio.mercadolibre.com.co/MCO-1388962691-en-venta-presurizador-de-presion-_JM,classified,MCO,MCO9085,MCO-HOME_SERVICES,670000,1,False,2024-04-05T04:00:00.000Z,"{'address_line': 'Carrera 50a #65-25', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1ZFRzkxNjgyNA', 'name': 'Vegachí'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.7721195, 'longitude': -74.7990739}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1549921490,PLATAELLILEINYS20231114173628,
