id,title,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,official_store_id,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname
MCO1339589647,Multiservicios Cb Especialistas En Inyección Y Electrónica M,gold_premium,https://servicio.mercadolibre.com.co/MCO-1339589647-multiservicios-cb-especialistas-en-inyeccion-y-electronica-m-_JM,classified,MCO,MCO155464,MCO-OTHER_SERVICES,,1,,False,2024-03-16T04:00:11.054Z,"{'address_line': 'Calle 66 #26-35, Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNPTDczNTI3', 'name': 'Colombia'}, 'city': {'id': 'TUNPQ0JBUjEyNTcx', 'name': 'Barrios Unidos'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6582061, 'longitude': -74.0721157}","{'contact': '3143570749', 'other_info': '3143570749', 'webpage': 'https://www.jmautomotriz.com.co/', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,226532416,MULTISERVICIOS CB.
MCO1963756746,Renders 3d - Animaciones 3d - Diseño 3d Para Arquitectura,gold_premium,https://profesional.mercadolibre.com.co/MCO-1963756746-renders-3d-animaciones-3d-diseno-3d-para-arquitectura-_JM,classified,MCO,MCO155406,MCO-OTHER_SERVICES,,1,,False,2024-04-10T04:00:22.000Z,"{'address_line': '175 15', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBNzE0ODc', 'name': 'La Alameda'}, 'city': {'id': 'TUNPQ1VTQTY3MTQ1', 'name': 'Usaquén'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6341695, 'longitude': -74.0624565}","{'contact': 'Arq. Esteban Correa', 'other_info': '', 'webpage': 'http://rendersyanimaciones3d.com/', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,125489941,ESTEBANCORREAG
MCO1370693687,"Licencias De Construccion, Diseño Y Planos Arquitectonicos.",gold,https://profesional.mercadolibre.com.co/MCO-1370693687-licencias-de-construccion-diseno-y-planos-arquitectonicos-_JM,classified,MCO,MCO1544,MCO-OTHER_SERVICES,3800000.0,1,,False,2024-03-10T04:02:36.821Z,"{'address_line': 'calle 143a 113c 73', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxPTTMwMzk4', 'name': 'Lombardia'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7493485, 'longitude': -74.1043501}","{'contact': 'leonardo sanchez', 'other_info': '', 'webpage': 'http://www.facebook.com/LICENCIAS.RENDERS.PLANOS/', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,23868384,LEOBIKEXTREME
MCO1854577408,"Alquiler Miniteca, Sonido Luces Dj Video Beam 3183696355",gold_premium,https://fiesta-evento.mercadolibre.com.co/MCO-1854577408-alquiler-miniteca-sonido-luces-dj-video-beam-3183696355-_JM,classified,MCO,MCO155498,MCO-OTHER_SERVICES,295000.0,1,,False,2024-02-29T04:20:09.820Z,"{'address_line': 'cra 25 #48a-14', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNJVTc2MTU3', 'name': 'Ciudad Tunal'}, 'city': {'id': 'TUNPQ1RVTjE0ODY0', 'name': 'Tunjuelito'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.5791629, 'longitude': -74.1309695}","{'contact': 'Eduardo pico', 'other_info': '', 'webpage': 'www.lafarraminiteca.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,212964770,PEMA2221642
MCO1951723856,"Alquiler Humo, Burbujas, Lanza Confeti, Espuma, Pólvora Fría",gold_premium,https://fiesta-evento.mercadolibre.com.co/MCO-1951723856-alquiler-humo-burbujas-lanza-confeti-espuma-polvora-fria-_JM,classified,MCO,MCO118406,MCO-OTHER_SERVICES,49900.0,1,,False,2024-04-04T04:02:33.304Z,"{'address_line': 'cra 23A transversal 25 - 19 barrio 20 de julio', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQjIwRDk3MjE4Mg', 'name': '20 de Julio'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': -34.674617, 'longitude': -58.4670656}","{'contact': 'Fabián Narváez', 'other_info': '', 'webpage': 'www.alquilerdelucesyhumo.jimdo.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,31127314,CALVIN42
MCO1345689763,Alquiler Fuente Chocolate Algodón Crispetas Cholados Hotdogs,gold_premium,https://fiesta-evento.mercadolibre.com.co/MCO-1345689763-alquiler-fuente-chocolate-algodon-crispetas-cholados-hotdogs-_JM,classified,MCO,MCO92648,MCO-PASTRY_MAKING_SERVICES,29900.0,1,,False,2024-04-04T04:02:32.151Z,"{'address_line': 'Cra 23A transversal 25 - 19 Barrio 20 de julio', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQjIwRDk3MjE4Mg', 'name': '20 de Julio'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': -34.674617, 'longitude': -58.4670656}","{'contact': 'Fabián Narváez', 'other_info': '', 'webpage': 'www.alquilerdelucesyhumo.jimdo.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,31127314,CALVIN42
MCO1951660188,Alquiler Carpa Tarima Silla Rimax Mesa Tablón Redonda,gold_premium,https://fiesta-evento.mercadolibre.com.co/MCO-1951660188-alquiler-carpa-tarima-silla-rimax-mesa-tablon-redonda-_JM,classified,MCO,MCO118382,MCO-CHAIRS_TABLEWARE_AND_TABLECLOTH_RENTAL_SERVICES,49900.0,1,,False,2024-04-04T04:01:48.620Z,"{'address_line': 'Cra 23A Transversal 25 - 19 barrio 20 de julio', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQjIwRDk3MjE4Mg', 'name': '20 de Julio'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': -34.674617, 'longitude': -58.4670656}","{'contact': 'Fabián Narváez', 'other_info': '', 'webpage': 'www.alquilerdelucesyhumo.jimdo.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,31127314,CALVIN42
MCO1951722888,Alquiler Luces Fiesta Neón Humo Cielo Estrellado Sonido Dj,gold_premium,https://fiesta-evento.mercadolibre.com.co/MCO-1951722888-alquiler-luces-fiesta-neon-humo-cielo-estrellado-sonido-dj-_JM,classified,MCO,MCO92640,MCO-ILUMINATION_DJ_AND_MUSIC_EQUIPMENT_RENTAL_SERVICES,49900.0,1,,False,2024-04-04T04:08:27.223Z,"{'address_line': 'cra 23A transversal 25 - 19 barrio 20 de julio', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQjIwRDk3MjE4Mg', 'name': '20 de Julio'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': -34.674617, 'longitude': -58.4670656}","{'contact': 'Fabián Narváez', 'other_info': '', 'webpage': 'www.alquilerdelucesyhumo.jimdo.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,31127314,CALVIN42
MCO1951762794,Alquiler Video Beam Televisor Proyector Telón Portátil Panta,gold_premium,https://fiesta-evento.mercadolibre.com.co/MCO-1951762794-alquiler-video-beam-televisor-proyector-telon-portatil-panta-_JM,classified,MCO,MCO118385,MCO-PROJECTORS_RENTAL_SERVICES,59900.0,1,,False,2024-04-04T04:01:51.265Z,"{'address_line': 'cra 23A Transversal 25  - 19 barrio 20 de julio', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQjIwRDk3MjE4Mg', 'name': '20 de Julio'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': -34.674617, 'longitude': -58.4670656}","{'contact': 'Fabian Narvaez', 'other_info': '', 'webpage': 'www.alquilerdelucesyhumo.jimdo.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,31127314,CALVIN42
MCO1352559983,"Finca Turistica Melivale En Villavicencio,cabañas",gold_premium,https://servicio.mercadolibre.com.co/MCO-1352559983-finca-turistica-melivale-en-villavicenciocabanas-_JM,classified,MCO,MCO6311,MCO-TOURISM_SERVICES,200000.0,1,,False,2024-04-23T04:00:47.482Z,"{'address_line': 'vereda la vigia 10', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1ZJTDNiNzQ2', 'name': 'Villavicencio'}, 'state': {'id': 'TUNPUE1FVGExNzFjNQ', 'name': 'Meta'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.0416927, 'longitude': -73.5216186}","{'contact': 'www.fincaturisticamelivale.com.co', 'other_info': '', 'webpage': 'http://fincaturisticamelivale.com.co', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,146502671,CABAASFINCAMELIVALE
MCO1384692625,Mesones Mármol Granito Cuarzo Silestone Piedra Corian Cocina,gold_premium,https://servicio.mercadolibre.com.co/MCO-1384692625-mesones-marmol-granito-cuarzo-silestone-piedra-corian-cocina-_JM,classified,MCO,MCO154962,MCO-ENGINEERING_AND_ARCHITECTURAL_SERVICES,300000.0,1,,False,2024-07-22T04:00:27.641Z,"{'address_line': 'cra 54 106 18', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlBBUzE4OTUz', 'name': 'Pasadena'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6949359, 'longitude': -74.0633112}","{'contact': 'William Acosta', 'other_info': 'oficina 709', 'webpage': 'https://www.facebook.com/marmolesmirafiori', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,57183273,WILLIAMACOSTA 31
MCO1888203370,Megger Telurometro Alquiler & Venta,gold_premium,https://servicio.mercadolibre.com.co/MCO-1888203370-megger-telurometro-alquiler-venta-_JM,classified,MCO,MCO41707,MCO-OTHER_SERVICES,120000.0,1,,False,2024-03-05T04:00:15.000Z,"{'address_line': '57 174a24', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlZJTDg1NzA5', 'name': 'Villa del Prado'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7567041, 'longitude': -74.0542469}","{'contact': 'Ivan Poveda', 'other_info': '3007048549', 'webpage': 'www.viasas.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,458168145,VIA S.A.S
MCO1857707878,"Clases Profesionales De Guitarra, Bajo, Piano, Canto",gold_premium,https://servicio.mercadolibre.com.co/MCO-1857707878-clases-profesionales-de-guitarra-bajo-piano-canto-_JM,classified,MCO,MCO9045,MCO-COURSES_AND_CLASSES_SERVICES,35000.0,1,,False,2024-03-01T04:00:32.859Z,"{'address_line': 'Calle 113  47a 84', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMSDMzNzQ0', 'name': 'Alhambra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6977527, 'longitude': -74.0586758}","{'contact': '', 'other_info': '', 'webpage': 'www.guitarraelectricaymusica.com/', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,49236076,QUORICSANT
MCO2154366576,Alquiler De Videobeam Sonido Asambleas ,gold,https://servicio.mercadolibre.com.co/MCO-2154366576-alquiler-de-videobeam-sonido-asambleas-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,,1,,False,2024-04-14T04:02:24.684Z,"{'address_line': '65 B  88 59', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQk5PUjM1MTI4', 'name': 'Normandía Occidental'}, 'city': {'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6898659, 'longitude': -74.1128012}","{'contact': 'CARLOS FDO', 'other_info': '', 'webpage': 'www.sistemasaudiovisuales.es.tl', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,155070637,SISTEMASAUDIOVISUALESLTDA
MCO2186800128,"Alquiler De Sonido,tarimas,luces, Pantalla Bogota 3138840989",gold,https://fiesta-evento.mercadolibre.com.co/MCO-2186800128-alquiler-de-sonidotarimasluces-pantalla-bogota-3138840989-_JM,classified,MCO,MCO155498,MCO-OTHER_SERVICES,,1,,False,2024-04-30T04:03:32.403Z,"{'address_line': 'AVENIDA CARRERA 118 n 132C - 07 3138840989', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlZJTDg5NzM3', 'name': 'Villa María'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.570868, 'longitude': -74.297333}","{'contact': '3138840989', 'other_info': 'PUNTUALIDAD Y CALIDAD 100 %', 'webpage': 'www.sonidoevento.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,,not_specified,[],,,1075498997,CANOFREDY20220216174343
MCO1947614150,"Vitrinas Para Droguería, Cajonero Pastillero, Apotecas",gold_premium,https://servicio.mercadolibre.com.co/MCO-1947614150-vitrinas-para-drogueria-cajonero-pastillero-apotecas-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,,1,,False,2024-04-01T19:38:10.440Z,"{'address_line': '19a 111a', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJFTDk4NTUw', 'name': 'Belén'}, 'city': {'id': 'TUNPQ0ZPTjcyNzAz', 'name': 'Fontibón'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6810082, 'longitude': -74.0912786}","{'contact': 'Nelson Leguizamon', 'other_info': '', 'webpage': 'www.furdes.com.co', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,4133371,FURDES SAS
MCO1353724207,Bogotá Piano Workshop: Afinación Reparación Pianos Acústicos,gold_premium,https://reparacion-instalacion.mercadolibre.com.co/MCO-1353724207-bogota-piano-workshop-afinacion-reparacion-pianos-acusticos-_JM,classified,MCO,MCO9019,MCO-OTHER_SERVICES,,1,,False,2024-04-25T04:03:36.693Z,"{'address_line': '- -', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNIQTEzODg5', 'name': 'Chapinero Central'}, 'city': {'id': 'TUNPQ0NIQTk2OTI1', 'name': 'Chapinero'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.645837, 'longitude': -74.0630587}","{'contact': '(+57) 313 305 7388', 'other_info': '', 'webpage': 'https://bogotapianoworkshop.wixsite.com/colombia', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,130218980,BOGOTA-PIANO-WORKSHOP
MCO2174585452,Detectives Pirvados Investigadores Siar - Cali Colombia,gold_premium,https://profesional.mercadolibre.com.co/MCO-2174585452-detectives-pirvados-investigadores-siar-cali-colombia-_JM,classified,MCO,MCO1894,MCO-OTHER_SERVICES,,1,,False,2024-07-23T04:04:39.224Z,"{'address_line': 'Calle 26 Norte # 5AN-50 3155221120', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjMxOTI0Nw', 'name': 'San Vicente'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.4680992, 'longitude': -76.5289042}","{'contact': 'JUAN ORTIZ', 'other_info': 'Detectives Investigadores SIAR Cali - Colombia', 'webpage': 'www.detectivesprivados4.wixsite.com/siar', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,78777710,JUANDEDIOSO
MCO1335789355,"Alquiler & Venta Certificacion Punto Utp Categ 6, 6a, 7 Y Fo",gold_premium,https://servicio.mercadolibre.com.co/MCO-1335789355-alquiler-venta-certificacion-punto-utp-categ-6-6a-7-y-fo-_JM,classified,MCO,MCO41707,MCO-OTHER_SERVICES,4500.0,1,,False,2024-03-05T04:00:16.000Z,"{'address_line': '57 174 a 24', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlZJTDg1NzA5', 'name': 'Villa del Prado'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7567041, 'longitude': -74.0542469}","{'contact': 'Ivan Poveda', 'other_info': '3007048549', 'webpage': 'www.viasas.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,458168145,VIA S.A.S
MCO1888213844,Cámara Termográfica Alquiler & Venta Fluke Flir Industrial,gold_premium,https://servicio.mercadolibre.com.co/MCO-1888213844-camara-termografica-alquiler-venta-fluke-flir-industrial-_JM,classified,MCO,MCO41707,MCO-OTHER_SERVICES,120000.0,1,,False,2024-03-05T04:00:21.000Z,"{'address_line': 'Carrera 57 174a 24', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlZJTDg1NzA5', 'name': 'Villa del Prado'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.757771, 'longitude': -74.0557826}","{'contact': 'Ivan Poveda', 'other_info': '3007048549', 'webpage': 'www.viasas.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,458168145,VIA S.A.S
MCO1384425121,Alquila Autos Con Seguro E Impuestos Desde $108.944/día ,gold_premium,https://servicio.mercadolibre.com.co/MCO-1384425121-alquila-autos-con-seguro-e-impuestos-desde-108944dia-_JM,classified,MCO,MCO8997,MCO-TOURISM_SERVICES,,1,,False,2024-07-21T10:44:30.006Z,"{'address_line': 'Medellín, Antioquia, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0xBWjI0NTNl', 'name': 'La Ceja'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2476376, 'longitude': -75.5658153}","{'contact': 'contacto@alquilomicarro.com', 'other_info': 'Centro Comercial Unicentro Medellín', 'webpage': 'www.alquilomicarro.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,3175590,YIDA2007
MCO1938264636,Alquiler Fotocopiadoras Multifuncionales Ricoh Medellin,gold_premium,https://profesional.mercadolibre.com.co/MCO-1938264636-alquiler-fotocopiadoras-multifuncionales-ricoh-medellin-_JM,classified,MCO,MCO155404,MCO-OTHER_SERVICES,120000.0,1,1611.0,False,2024-03-26T12:20:14.000Z,"{'address_line': 'Calle 34 B 65 D 02', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBVTg0OTAyNg', 'name': 'Laureles'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2402326, 'longitude': -75.5853274}","{'contact': 'Soporte Comercial', 'other_info': '3229494444', 'webpage': 'http://www.veco.co', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],Veco,MCO1540,False,False,not_specified,not_specified,[],,,307871190,VECO TECNOLOGIA
MCO2153667450,Clases Particulares De Inglés Asesoría Tareas De Universidad,gold_premium,https://servicio.mercadolibre.com.co/MCO-2153667450-clases-particulares-de-ingles-asesoria-tareas-de-universidad-_JM,classified,MCO,MCO1566,MCO-COURSES_AND_CLASSES_SERVICES,40000.0,1,,False,2024-07-13T04:00:20.303Z,"{'address_line': 'kr 72k n° 40 - 50 sur 3115929352', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlRJTTQ1NDMw', 'name': 'Timiza'}, 'city': {'id': 'TUNPQ0tFTjQyODYy', 'name': 'Kennedy'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.570868, 'longitude': -74.297333}","{'contact': '3115929352', 'other_info': '', 'webpage': 'http://julianurrego16.wixsite.com/juegos-didacticos/ingles', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,251075732,PEDROJULIANURREGOVARGAS
