id,title,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,brand_value_name
MCO1385111007,Se Vende Negocio De Papeleria- Internet( Precio Negociable) ,free,https://servicio.mercadolibre.com.co/MCO-1385111007-se-vende-negocio-de-papeleria-internet-precio-negociable-_JM,classified,MCO,MCO9065,MCO-OTHER_SERVICES,20000000.0,1,False,2024-03-25T04:00:00.000Z,"{'address_line': 'Calle 44, Cali, Valle del Cauca, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMVDQ2OTQ1OQ', 'name': 'El Troncal'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.4505121, 'longitude': -76.5044916}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,136971443,MUOZCRISTINA59,
MCO1386277455,Plataforma Streaming Win Sport+,free,https://fiesta-evento.mercadolibre.com.co/MCO-1386277455-plataforma-streaming-win-sport-_JM,classified,MCO,MCO118390,MCO-PARTIES_AND_EVENTS_SERVICES,20000.0,1,False,2024-03-28T04:00:00.000Z,"{'address_line': 'Cra. 8 & Calle 71, Alfonso Lopez, Cali, Valle del Cauca, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMRjY5NDAxMw', 'name': 'Alfonso López II Etapa'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 2.7049813, 'longitude': -76.8259652}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,383362006,GDTORRES907,
MCO2177937816,Dos Unif Antifluido Linea Carniceria Con Logos ,free,https://servicio.mercadolibre.com.co/MCO-2177937816-dos-unif-antifluido-linea-carniceria-con-logos-_JM,classified,MCO,MCO155479,MCO-CLOTHES_AND_FASHION_SERVICES,269900.0,1,False,2024-03-26T04:00:00.000Z,"{'address_line': 'Cra. 44A #39 38 as, La Candelaria, Medellín, Antioquia, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TVhYQWxjYWzDoVRVTlBRMFZPVmpVNVlqWXg', 'name': 'Alcalá'}, 'city': {'id': 'TUNPQ0VOVjU5YjYx', 'name': 'Envigado'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2389027, 'longitude': -75.5687931}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,157985344,UNISTOK 2020,
MCO1381318875,Clases Personalizadas Virtuales Para Hacer Velas De Soya,free,https://servicio.mercadolibre.com.co/MCO-1381318875-clases-personalizadas-virtuales-para-hacer-velas-de-soya-_JM,classified,MCO,MCO1896,MCO-COURSES_AND_CLASSES_SERVICES,180000.0,1,False,2024-03-14T04:00:00.000Z,"{'address_line': 'Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJPQzQ1Njc3', 'name': 'Bochica'}, 'city': {'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7072598, 'longitude': -74.1094635}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,127039798,DANTELOSTORE,
MCO2168845440,Deshidratador De Alimentos ,free,https://servicio.mercadolibre.com.co/MCO-2168845440-deshidratador-de-alimentos-_JM,classified,MCO,MCO9085,MCO-HOME_SERVICES,1100000.0,1,False,2024-03-22T04:00:00.000Z,"{'address_line': 'Calle calle 4 b SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMUDI3MDA0Ng', 'name': 'El Poblado'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.1919483, 'longitude': -75.5559618}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,736481978,VIJU7049913,
MCO1385542389,Full Streaming,free,https://servicio.mercadolibre.com.co/MCO-1385542389-full-streaming-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,,1,False,2024-03-26T04:00:00.000Z,"{'address_line': 'Avenida Carrera 60 #25, Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFORDY3NDkx', 'name': 'Andalucía II'}, 'city': {'id': 'TUNPQ0JPUzQwMzcw', 'name': 'Bosa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6690095, 'longitude': -74.0839278}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,826400309,SERGIODANIELALVARESZAPATA,
MCO2224474004,Seguidores Para Instagram X1000,free,https://servicio.mercadolibre.com.co/MCO-2224474004-seguidores-para-instagram-x1000-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,9000.0,1,False,2024-04-23T04:00:00.000Z,"{'address_line': 'Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1BJRTY3YjUy', 'name': 'Piedecuesta'}, 'state': {'id': 'TUNPUFNBTnJlMjMw', 'name': 'Santander'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.991539, 'longitude': -73.053998}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,225272993,ENLACEXPRESS01,
MCO2223169326,Caldero Set De Tres ,free,https://servicio.mercadolibre.com.co/MCO-2223169326-caldero-set-de-tres-_JM,classified,MCO,MCO9085,MCO-HOME_SERVICES,92700.0,1,False,2024-04-23T04:00:00.000Z,"{'address_line': 'Carrera 28 B3 #72Y-01', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMUDg3NzUwMA', 'name': 'El Poblado II'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.4173971, 'longitude': -76.4821462}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1443997940,RENTERIALILY20230806184729,
MCO1394240209,"Vendo iPhone 15 Pro Max Para Repuestos , Está Reportado",free,https://reparacion-instalacion.mercadolibre.com.co/MCO-1394240209-vendo-iphone-15-pro-max-para-repuestos-esta-reportado-_JM,classified,MCO,MCO8996,MCO-OTHER_SERVICES,1200000.0,1,False,2024-04-20T04:00:00.000Z,"{'address_line': 'cra 4ta SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1pBUjYzYTNi', 'name': 'Zarzal'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.3930378, 'longitude': -76.0677134}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,143581584,JOSELUISACOSTAACOSTAGOMEZ,
MCO1391623139,Camara De Seguridad Wifi Doble Lente.,free,https://reparacion-instalacion.mercadolibre.com.co/MCO-1391623139-camara-de-seguridad-wifi-doble-lente-_JM,classified,MCO,MCO166601,MCO-TECHNOLOGY_TECHNICAL_ASSISTANCES,270000.0,1,False,2024-04-13T04:00:00.000Z,"{'address_line': 'Calle 87 #75d-22', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBRjg3NjcxNQ', 'name': 'La Floresta'}, 'city': {'id': 'TUNPQ0JBUjkzOTg0', 'name': 'Barranquilla'}, 'state': {'id': 'TUNPUEFUTG9mNDk5', 'name': 'Atlántico'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 11.6882852, 'longitude': -70.2085}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,55125477,ACUJIAMANOTAS,
MCO1389693845,Venta De Máquina Termonebulizadora ,free,https://servicio.mercadolibre.com.co/MCO-1389693845-venta-de-maquina-termonebulizadora-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,950000.0,1,False,2024-04-07T04:00:00.000Z,"{'address_line': 'Calle 47 #41-20', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMUjUxMTM4OQ', 'name': 'El Rosario'}, 'city': {'id': 'TUNPQ0JBUjkzOTg0', 'name': 'Barranquilla'}, 'state': {'id': 'TUNPUEFUTG9mNDk5', 'name': 'Atlántico'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,450508155,MALKINCASTANEDA,
MCO2196487506,Cigarreria (precio Negociable),free,https://servicio.mercadolibre.com.co/MCO-2196487506-cigarreria-precio-negociable-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,32000000.0,1,False,2024-04-03T04:00:00.000Z,"{'address_line': 'Cra 18Q #71b 24 sur', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxVQzE4ODUz', 'name': 'Lucero Medio'}, 'city': {'id': 'TUNPQ0NJVTQ0NjQx', 'name': 'Ciudad Bolívar'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.5452834, 'longitude': -74.1510602}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,749249483,CRKA2566000,
MCO2183322742,Pug,free,https://servicio.mercadolibre.com.co/MCO-2183322742-pug-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,700000.0,1,False,2024-03-29T04:00:00.000Z,"{'address_line': 'Calle 14 #17-85 SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1JJTzIzOThh', 'name': 'Riohacha'}, 'state': {'id': 'TUNPUEdVQWExOTYx', 'name': 'Guajira'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 11.5423921, 'longitude': -72.9196413}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,306713322,YESMARPALACIO,
MCO2209178586,Exploradoras Antiniebla Blancas Amarillas Focos Auxiliares M,free,https://servicio.mercadolibre.com.co/MCO-2209178586-exploradoras-antiniebla-blancas-amarillas-focos-auxiliares-m-_JM,classified,MCO,MCO155430,MCO-TRANSPORT_SERVICES,,1,False,2024-04-15T04:00:00.000Z,"{'address_line': 'Manzana 5 casa 17  SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0FSTWRhN2E1', 'name': 'Armenia'}, 'state': {'id': 'TUNPUFFVSW9kYmZm', 'name': 'Quindio'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.5645231, 'longitude': -75.6546666}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,464798895,FERNANDOMADRIDCARDENAS,
MCO1391081429,Se Vende Negocio ,free,https://servicio.mercadolibre.com.co/MCO-1391081429-se-vende-negocio-_JM,classified,MCO,MCO9065,MCO-OTHER_SERVICES,,1,False,2024-04-12T04:00:00.000Z,"{'address_line': 'Cra 32 #38 sur 18 SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TVhYTWVzYVRVTlBRMFZPVmpVNVlqWXg', 'name': 'Mesa'}, 'city': {'id': 'TUNPQ0VOVjU5YjYx', 'name': 'Envigado'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.165039, 'longitude': -75.5820801}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,612236399,CLAUDIAURIBEVELEZ,
MCO1387850849,Diseños Arquitectonicos De Casas ,free,https://profesional.mercadolibre.com.co/MCO-1387850849-disenos-arquitectonicos-de-casas-_JM,classified,MCO,MCO155406,MCO-OTHER_SERVICES,,1,False,2024-04-01T04:00:00.000Z,"{'address_line': 'Cra. 81 #37-100, Laureles - Estadio, Medellín, Antioquia, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBVTg0OTAyNg', 'name': 'Laureles'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2460313, 'longitude': -75.6013263}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,225500797,ARMA9288303,
MCO2167428484,"Sonido Luces Humo Dj Animador,  15 Años Bodas Cumpleaños ",free,https://servicio.mercadolibre.com.co/MCO-2167428484-sonido-luces-humo-dj-animador-15-anos-bodas-cumpleanos-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,,1,False,2024-03-22T04:00:00.000Z,"{'address_line': 'Cra 71d 2a-25', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlRFQzkwNzcy', 'name': 'Techo'}, 'city': {'id': 'TUNPQ0tFTjQyODYy', 'name': 'Kennedy'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.62445, 'longitude': -74.1369943}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1649871670,ANFA20240122074339,
MCO2157656304,"Plataformas De Streaming (netflix, Hbo, Prime Y Mucho Más).",free,https://servicio.mercadolibre.com.co/MCO-2157656304-plataformas-de-streaming-netflix-hbo-prime-y-mucho-mas-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,,1,False,2024-03-17T04:00:00.000Z,"{'address_line': '13 SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TVhYQ2VudHJvVFVOUFExQkZVbU13TWpKaw', 'name': 'Centro'}, 'city': {'id': 'TUNPQ1BFUmMwMjJk', 'name': 'Pereira'}, 'state': {'id': 'TUNPUFJJU2ExMWIyYg', 'name': 'Risaralda'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.8175392, 'longitude': -75.6875791}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,450696472,JEISONRICO13,
MCO1381802791,Oportunidad De Emprendimiento ,free,https://servicio.mercadolibre.com.co/MCO-1381802791-oportunidad-de-emprendimiento-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,,1,False,2024-03-15T04:00:00.000Z,"{'address_line': 'Calle 2 SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkdBTDU2NzU1', 'name': 'Galán'}, 'city': {'id': 'TUNPQ1BVRTg0NTU0', 'name': 'Puente Aranda'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.570868, 'longitude': -74.297333}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,157925248,CAPA1634193,
