id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,official_store_id,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,brand_value_name
MCO2215631640,Mercedes-benz A 200 Progressive 2020,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-2215631640-mercedes-benz-a-200-progressive-2020-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,113800000,1,1728.0,False,2024-06-18T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMSDMzNzQ0', 'name': 'Alhambra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6994048, 'longitude': -74.0601215}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Mercedes-Benz
MCO2215511612,Mazda Cx5 Grand Touring 2024,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-2215511612-mazda-cx5-grand-touring-2024-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,149800000,1,1728.0,False,2024-06-18T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMSDMzNzQ0', 'name': 'Alhambra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6994048, 'longitude': -74.0601215}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Mazda
MCO2215536902,Hyundai Tucson Ix35 2016,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-2215536902-hyundai-tucson-ix35-2016-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,69800000,1,1728.0,False,2024-06-18T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBOTY0ODM', 'name': 'La Hortua'}, 'city': {'id': 'TUNPQ0FOVDMyNjIx', 'name': 'Antonio Nariño'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Hyundai
MCO2215574362,Hyundai Accent I25 2014,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-2215574362-hyundai-accent-i25-2014-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,40800000,1,1728.0,False,2024-06-18T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBOTY0ODM', 'name': 'La Hortua'}, 'city': {'id': 'TUNPQ0FOVDMyNjIx', 'name': 'Antonio Nariño'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Hyundai
MCO2215535956,Honda Crv City Plus 2018,used,MCO17052032,gold_premium,https://carro.mercadolibre.com.co/MCO-2215535956-honda-crv-city-plus-2018-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,95800000,1,1728.0,False,2024-06-18T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMSDMzNzQ0', 'name': 'Alhambra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6994048, 'longitude': -74.0601215}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Honda
MCO1393639109,Ford Focus Se 2013,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-1393639109-ford-focus-se-2013-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,37800000,1,1728.0,False,2024-06-18T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMSDMzNzQ0', 'name': 'Alhambra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6994048, 'longitude': -74.0601215}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Ford
MCO2215483756,Ford Edge Ride Turbo 2020,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-2215483756-ford-edge-ride-turbo-2020-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,126800000,1,1728.0,False,2024-06-18T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMSDMzNzQ0', 'name': 'Alhambra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6994048, 'longitude': -74.0601215}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Ford
MCO2215547308,Dodge Journey Se 2014,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-2215547308-dodge-journey-se-2014-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,49800000,1,1728.0,False,2024-06-18T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBOTY0ODM', 'name': 'La Hortua'}, 'city': {'id': 'TUNPQ0FOVDMyNjIx', 'name': 'Antonio Nariño'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Dodge
MCO1393637819,Chevrolet Sail 1.4 Ls ,used,MCO17046885,gold_premium,https://carro.mercadolibre.com.co/MCO-1393637819-chevrolet-sail-14-ls-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,29500000,1,,False,2024-03-20T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTDQzMDIx', 'name': 'Salitre '}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': 'Gavier Rozo Calderon', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1158599382,TUC_QUIRIGUAFQ2,Chevrolet
MCO2215495398,Dodge Journey Se 2014,used,MCO17049173,gold_premium,https://carro.mercadolibre.com.co/MCO-2215495398-dodge-journey-se-2014-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,48900000,1,1728.0,False,2024-06-18T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMSDMzNzQ0', 'name': 'Alhambra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6994048, 'longitude': -74.0601215}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Dodge
MCO2215570666,Toyota Prado 2023 2.8 Tx-l At6,used,MCO27942895,gold_premium,https://carro.mercadolibre.com.co/MCO-2215570666-toyota-prado-2023-28-tx-l-at6-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,339990000,1,,False,2024-06-18T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjU4NjUyNw', 'name': 'Santa Isabel'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.4250985, 'longitude': -76.5455718}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,742471924,LOMBANAUTOS.CO,Toyota
MCO2215392650,Audi Rsq3 Quattro 2023,used,MCO21073920,gold_premium,https://carro.mercadolibre.com.co/MCO-2215392650-audi-rsq3-quattro-2023-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,299900000,1,1273.0,False,2024-06-18T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0NISTk4OWIx', 'name': 'Chía'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.864758, 'longitude': -74.050918}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],Colwagen Usados,MCO1743,False,False,,not_specified,[],,,236293210,COLWAGENSAS,Audi
MCO2215405214,Chevrolet Trailblazer Premier 3.6,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-2215405214-chevrolet-trailblazer-premier-36-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,132900000,1,,False,2024-06-18T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2476376, 'longitude': -75.5658153}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,235347662,USADOS MEDELLIN,Chevrolet
MCO2214021818,Kia Cerato Pro 1.6 Ex Aut,used,MCO17054691,gold_premium,https://carro.mercadolibre.com.co/MCO-2214021818-kia-cerato-pro-16-ex-aut-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,48500000,1,,False,2024-03-19T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQk1BUjk5MzA1', 'name': 'Marruecos'}, 'city': {'id': 'TUNPQ1JBRjkyNTA2', 'name': 'Rafael Uribe Uribe'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.5568501, 'longitude': -74.1098813}","{'contact': 'Jhon Duran Loaiza', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1158599382,TUC_QUIRIGUAFQ2,Kia
MCO1393041513,Jeep Renegade 1.8 Sport,used,MCO17054506,gold_premium,https://carro.mercadolibre.com.co/MCO-1393041513-jeep-renegade-18-sport-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,68000000,1,,False,2024-03-19T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjMxNjk2', 'name': 'Santa María del Lago'}, 'city': {'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': 'Pedro Adelmo Correa', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1158599382,TUC_QUIRIGUAFQ2,Jeep
MCO1393015027,Chery Tiggo 2.0 Sq,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-1393015027-chery-tiggo-20-sq-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,34000000,1,,False,2024-03-19T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkZMTzU1MDM3', 'name': 'Florida Blanca'}, 'city': {'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6943945, 'longitude': -74.1129847}","{'contact': 'Edwin gonzalez', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1158599382,TUC_QUIRIGUAFQ2,Chery
MCO2212833696,Mazda 2 Touring  1500cc Mt Aa,used,MCO21073763,gold_premium,https://carro.mercadolibre.com.co/MCO-2212833696-mazda-2-touring-1500cc-mt-aa-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,73000000,1,,False,2024-03-18T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNFTjc1NzM3OA', 'name': 'Centro'}, 'city': {'id': 'TUNPQ1NPQTZlMjkx', 'name': 'Soacha'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.5827227, 'longitude': -74.2117465}","{'contact': 'Diego T', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,224661264,TUC_PALOQUEMAO,Mazda
MCO2212923348,Renault Logan 1.6 Life + 2023 ,used,MCO21074407,gold_premium,https://carro.mercadolibre.com.co/MCO-2212923348-renault-logan-16-life-2023-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,48800000,1,,False,2024-03-18T04:00:05.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJBUjM3Nzk4Mg', 'name': 'Barrio Colombia'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2272897, 'longitude': -75.573519}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1666177120,JLOPEZ40984,Renault
MCO2212909004,Chevrolet Onix Turbo Premier Hb 5p 2024,new,,gold_premium,https://carro.mercadolibre.com.co/MCO-2212909004-chevrolet-onix-turbo-premier-hb-5p-2024-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,86590000,1,1805.0,False,2025-02-16T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjkzMzk0', 'name': 'San José de Bavaria'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.76755, 'longitude': -74.063793}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],Autoniza,MCO1743,False,False,,not_specified,[],,,434903233,AUTONIZA. .,Chevrolet
